"Country or Area","Element","Year","Unit","Value","Value Footnotes"
"Albania","Area","1972","1000 ha","624.00",""
"Albania","Area","1971","1000 ha","610.00",""
"Albania","Area","1970","1000 ha","599.00",""
"Albania","Area","1969","1000 ha","585.00",""
"Albania","Area","1968","1000 ha","570.00",""
"Albania","Area","1967","1000 ha","556.00",""
"Albania","Area","1966","1000 ha","540.00",""
"Albania","Area","1965","1000 ha","522.00",""
"Albania","Area","1964","1000 ha","501.00",""
"Albania","Area","1963","1000 ha","495.00",""
"Albania","Area","1962","1000 ha","487.00",""
"Albania","Area","1961","1000 ha","479.00",""
"Albania","Share in Agricultural land","2021","%","60.50",""
"Albania","Share in Agricultural land","2020","%","58.99",""
"Albania","Share in Agricultural land","2019","%","59.28",""
"Albania","Share in Agricultural land","2018","%","59.28",""
"Albania","Share in Agricultural land","2017","%","59.29",""
"Albania","Share in Agricultural land","2016","%","59.53",""
"Albania","Share in Agricultural land","2015","%","59.28",""
"Albania","Share in Agricultural land","2014","%","59.27",""
"Albania","Share in Agricultural land","2013","%","58.65",""
"Albania","Share in Agricultural land","2012","%","57.94",""
"Albania","Share in Agricultural land","2011","%","57.95",""
"Albania","Share in Agricultural land","2010","%","57.94",""
"Albania","Share in Agricultural land","2009","%","57.94",""
"Albania","Share in Agricultural land","2008","%","59.02",""
"Albania","Share in Agricultural land","2007","%","62.38",""
"Albania","Share in Agricultural land","2006","%","62.95",""
"Albania","Share in Agricultural land","2005","%","61.19",""
"Albania","Share in Agricultural land","2004","%","62.30",""
"Albania","Share in Agricultural land","2003","%","62.36",""
"Albania","Share in Agricultural land","2002","%","61.32",""
"Albania","Share in Agricultural land","2001","%","61.37",""
"Albania","Share in Agricultural land","2000","%","61.10",""
"Albania","Share in Agricultural land","1999","%","61.05",""
"Albania","Share in Agricultural land","1998","%","61.37",""
"Albania","Share in Agricultural land","1997","%","61.67",""
"Albania","Share in Agricultural land","1996","%","62.07",""
"Albania","Share in Agricultural land","1995","%","62.29",""
"Albania","Share in Agricultural land","1994","%","62.34",""
"Albania","Share in Agricultural land","1993","%","62.34",""
"Albania","Share in Agricultural land","1992","%","62.38",""
"Albania","Share in Agricultural land","1991","%","62.38",""
"Albania","Share in Agricultural land","1990","%","62.80",""
"Albania","Share in Agricultural land","1989","%","63.69",""
"Albania","Share in Agricultural land","1988","%","63.92",""
"Albania","Share in Agricultural land","1987","%","64.27",""
"Albania","Share in Agricultural land","1986","%","64.18",""
"Albania","Share in Agricultural land","1985","%","64.12",""
"Albania","Share in Agricultural land","1984","%","64.06",""
"Albania","Share in Agricultural land","1983","%","63.96",""
"Albania","Share in Agricultural land","1982","%","63.64",""
"Albania","Share in Agricultural land","1981","%","63.26",""
"Albania","Share in Agricultural land","1980","%","62.79",""
"Albania","Share in Agricultural land","1979","%","62.40",""
"Albania","Share in Agricultural land","1978","%","62.57",""
"Albania","Share in Agricultural land","1977","%","62.40",""
"Albania","Share in Agricultural land","1976","%","63.72",""
"Albania","Share in Agricultural land","1975","%","61.30",""
"Albania","Share in Agricultural land","1974","%","58.11",""
"Albania","Share in Agricultural land","1973","%","55.50",""
"Albania","Share in Agricultural land","1972","%","53.15",""
"Albania","Share in Agricultural land","1971","%","50.83",""
"Albania","Share in Agricultural land","1970","%","48.70",""
"Albania","Share in Agricultural land","1969","%","47.37",""
"Albania","Share in Agricultural land","1968","%","45.97",""
"Albania","Share in Agricultural land","1967","%","44.69",""
"Albania","Share in Agricultural land","1966","%","43.55",""
"Albania","Share in Agricultural land","1965","%","42.20",""
"Albania","Share in Agricultural land","1964","%","40.73",""
"Albania","Share in Agricultural land","1963","%","40.15",""
"Albania","Share in Agricultural land","1962","%","39.53",""
"Albania","Share in Agricultural land","1961","%","38.88",""
"Albania","Share in Land area","2021","%","25.09",""
"Albania","Share in Land area","2020","%","25.09",""
"Albania","Share in Land area","2019","%","25.40",""
"Albania","Share in Land area","2018","%","25.40",""
"Albania","Share in Land area","2017","%","25.41",""
"Albania","Share in Land area","2016","%","25.68",""
"Albania","Share in Land area","2015","%","25.41",""
"Albania","Share in Land area","2014","%","25.40",""
"Albania","Share in Land area","2013","%","25.41",""
"Albania","Share in Land area","2012","%","25.40",""
"Albania","Share in Land area","2011","%","25.40",""
"Albania","Share in Land area","2010","%","25.40",""
"Albania","Share in Land area","2009","%","25.40",""
"Albania","Share in Land area","2008","%","25.44",""
"Albania","Share in Land area","2007","%","25.47",""
"Albania","Share in Land area","2006","%","25.73",""
"Albania","Share in Land area","2005","%","24.05",""
"Albania","Share in Land area","2004","%","25.51",""
"Albania","Share in Land area","2003","%","25.51",""
"Albania","Share in Land area","2002","%","25.51",""
"Albania","Share in Land area","2001","%","25.51",""
"Albania","Share in Land area","2000","%","25.51",""
"Albania","Share in Land area","1999","%","25.51",""
"Albania","Share in Land area","1998","%","25.51",""
"Albania","Share in Land area","1997","%","25.55",""
"Albania","Share in Land area","1996","%","25.62",""
"Albania","Share in Land area","1995","%","25.62",""
"Albania","Share in Land area","1994","%","25.62",""
"Albania","Share in Land area","1993","%","25.62",""
"Albania","Share in Land area","1992","%","25.66",""
"Albania","Share in Land area","1991","%","25.66",""
"Albania","Share in Land area","1990","%","25.69",""
"Albania","Share in Land area","1989","%","25.80",""
"Albania","Share in Land area","1988","%","26.06",""
"Albania","Share in Land area","1987","%","26.06",""
"Albania","Share in Land area","1986","%","26.02",""
"Albania","Share in Land area","1985","%","26.02",""
"Albania","Share in Land area","1984","%","26.02",""
"Albania","Share in Land area","1983","%","25.91",""
"Albania","Share in Land area","1982","%","25.88",""
"Albania","Share in Land area","1981","%","25.77",""
"Albania","Share in Land area","1980","%","25.62",""
"Albania","Share in Land area","1979","%","25.44",""
"Albania","Share in Land area","1978","%","25.44",""
"Albania","Share in Land area","1977","%","25.26",""
"Albania","Share in Land area","1976","%","25.00",""
"Albania","Share in Land area","1975","%","24.16",""
"Albania","Share in Land area","1974","%","23.80",""
"Albania","Share in Land area","1973","%","23.21",""
"Albania","Share in Land area","1972","%","22.77",""
"Albania","Share in Land area","1971","%","22.26",""
"Albania","Share in Land area","1970","%","21.86",""
"Albania","Share in Land area","1969","%","21.35",""
"Albania","Share in Land area","1968","%","20.80",""
"Albania","Share in Land area","1967","%","20.29",""
"Albania","Share in Land area","1966","%","19.71",""
"Albania","Share in Land area","1965","%","19.05",""
"Albania","Share in Land area","1964","%","18.28",""
"Albania","Share in Land area","1963","%","18.07",""
"Albania","Share in Land area","1962","%","17.77",""
"Albania","Share in Land area","1961","%","17.48",""
"Albania","Area per capita","2021","ha/cap","0.24",""
"Albania","Area per capita","2020","ha/cap","0.24",""
"Albania","Area per capita","2019","ha/cap","0.24",""
"Albania","Area per capita","2018","ha/cap","0.24",""
"Albania","Area per capita","2017","ha/cap","0.24",""
"Albania","Area per capita","2016","ha/cap","0.24",""
"Albania","Area per capita","2015","ha/cap","0.24",""
"Albania","Area per capita","2014","ha/cap","0.24",""
"Albania","Area per capita","2013","ha/cap","0.24",""
"Albania","Area per capita","2012","ha/cap","0.24",""
"Albania","Area per capita","2011","ha/cap","0.24",""
"Albania","Area per capita","2010","ha/cap","0.24",""
"Albania","Area per capita","2009","ha/cap","0.24",""
"Albania","Area per capita","2008","ha/cap","0.24",""
"Albania","Area per capita","2007","ha/cap","0.23",""
"Albania","Area per capita","2006","ha/cap","0.23",""
"Albania","Area per capita","2005","ha/cap","0.22",""
"Albania","Area per capita","2004","ha/cap","0.23",""
"Albania","Area per capita","2003","ha/cap","0.23",""
"Albania","Area per capita","2002","ha/cap","0.22",""
"Albania","Area per capita","2001","ha/cap","0.22",""
"Albania","Area per capita","2000","ha/cap","0.22",""
"Albania","Area per capita","1999","ha/cap","0.22",""
"Albania","Area per capita","1998","ha/cap","0.22",""
"Albania","Area per capita","1997","ha/cap","0.22",""
"Albania","Area per capita","1996","ha/cap","0.21",""
"Albania","Area per capita","1995","ha/cap","0.21",""
"Albania","Area per capita","1994","ha/cap","0.21",""
"Albania","Area per capita","1993","ha/cap","0.21",""
"Albania","Area per capita","1992","ha/cap","0.21",""
"Albania","Area per capita","1991","ha/cap","0.21",""
"Albania","Area per capita","1990","ha/cap","0.21",""
"Albania","Area per capita","1989","ha/cap","0.22",""
"Albania","Area per capita","1988","ha/cap","0.22",""
"Albania","Area per capita","1987","ha/cap","0.22",""
"Albania","Area per capita","1986","ha/cap","0.22",""
"Albania","Area per capita","1985","ha/cap","0.22",""
"Albania","Area per capita","1984","ha/cap","0.23",""
"Albania","Area per capita","1983","ha/cap","0.23",""
"Albania","Area per capita","1982","ha/cap","0.23",""
"Albania","Area per capita","1981","ha/cap","0.24",""
"Albania","Area per capita","1980","ha/cap","0.24",""
"Albania","Area per capita","1979","ha/cap","0.24",""
"Albania","Area per capita","1978","ha/cap","0.25",""
"Albania","Area per capita","1977","ha/cap","0.25",""
"Albania","Area per capita","1976","ha/cap","0.25",""
"Albania","Area per capita","1975","ha/cap","0.25",""
"Albania","Area per capita","1974","ha/cap","0.25",""
"Albania","Area per capita","1973","ha/cap","0.25",""
"Albania","Area per capita","1972","ha/cap","0.25",""
"Albania","Area per capita","1971","ha/cap","0.26",""
"Albania","Area per capita","1970","ha/cap","0.26",""
"Albania","Area per capita","1969","ha/cap","0.26",""
"Albania","Area per capita","1968","ha/cap","0.26",""
"Albania","Area per capita","1967","ha/cap","0.26",""
"Albania","Area per capita","1966","ha/cap","0.26",""
"Albania","Area per capita","1965","ha/cap","0.26",""
"Albania","Area per capita","1964","ha/cap","0.26",""
"Albania","Area per capita","1963","ha/cap","0.26",""
"Albania","Area per capita","1962","ha/cap","0.27",""
"Albania","Area per capita","1961","ha/cap","0.27",""
"Algeria","Area","2021","1000 ha","8509.57",""
"Algeria","Area","2020","1000 ha","8509.57",""
"Algeria","Area","2019","1000 ha","8509.57",""
"Algeria","Area","2018","1000 ha","8496.50",""
"Algeria","Area","2017","1000 ha","8483.43",""
"Algeria","Area","2016","1000 ha","8417.60",""
"Algeria","Area","2015","1000 ha","8462.40",""
"Algeria","Area","2014","1000 ha","8439.20",""
"Algeria","Area","2013","1000 ha","8435.20",""
"Algeria","Area","2012","1000 ha","8430.50",""
"Algeria","Area","2011","1000 ha","8421.00",""
"Algeria","Area","2010","1000 ha","8411.00",""
"Algeria","Area","2009","1000 ha","8399.00",""
"Algeria","Area","2008","1000 ha","8400.00",""
"Algeria","Area","2007","1000 ha","8390.00",""
"Algeria","Area","2006","1000 ha","8378.00",""
"Algeria","Area","2005","1000 ha","8363.00",""
"Algeria","Area","2004","1000 ha","8296.00",""
"Algeria","Area","2003","1000 ha","8244.70",""
"Algeria","Area","2002","1000 ha","8206.00",""
"Algeria","Area","2001","1000 ha","8163.00",""
"Algeria","Area","2000","1000 ha","8192.00",""
"Algeria","Area","1999","1000 ha","8192.00",""
"Algeria","Area","1998","1000 ha","8174.00",""
"Algeria","Area","1997","1000 ha","8159.00",""
"Algeria","Area","1996","1000 ha","8040.00",""
"Algeria","Area","1995","1000 ha","8029.00",""
"Algeria","Area","1994","1000 ha","8006.00",""
"Algeria","Area","1993","1000 ha","8064.00",""
"Algeria","Area","1992","1000 ha","8094.00",""
"Algeria","Area","1991","1000 ha","7806.00",""
"Algeria","Area","1990","1000 ha","7635.00",""
"Algeria","Area","1989","1000 ha","7673.00",""
"Algeria","Area","1988","1000 ha","7642.00",""
"Algeria","Area","1987","1000 ha","7624.00",""
"Algeria","Area","1986","1000 ha","7533.00",""
"Algeria","Area","1985","1000 ha","7511.00",""
"Algeria","Area","1984","1000 ha","7510.00",""
"Algeria","Area","1983","1000 ha","7231.00",""
"Algeria","Area","1982","1000 ha","7509.00",""
"Algeria","Area","1981","1000 ha","7510.00",""
"Algeria","Area","1980","1000 ha","7509.00",""
"Algeria","Area","1979","1000 ha","7497.00",""
"Algeria","Area","1978","1000 ha","7542.00",""
"Algeria","Area","1977","1000 ha","7542.00",""
"Algeria","Area","1976","1000 ha","7746.00",""
"Algeria","Area","1975","1000 ha","7495.00",""
"Algeria","Area","1974","1000 ha","7167.00",""
"Algeria","Area","1973","1000 ha","7135.00",""
"Algeria","Area","1972","1000 ha","7111.00",""
"Algeria","Area","1971","1000 ha","6981.00",""
"Algeria","Area","1970","1000 ha","6800.00",""
"Algeria","Area","1969","1000 ha","6787.00",""
"Algeria","Area","1968","1000 ha","6787.00",""
"Algeria","Area","1967","1000 ha","6866.00",""
"Algeria","Area","1966","1000 ha","6784.00",""
"Algeria","Area","1965","1000 ha","6784.00",""
"Algeria","Area","1964","1000 ha","6753.00",""
"Algeria","Area","1963","1000 ha","6810.00",""
"Algeria","Area","1962","1000 ha","6900.00",""
"Algeria","Area","1961","1000 ha","7066.00",""
"Algeria","Share in Agricultural land","2021","%","20.60",""
"Algeria","Share in Agricultural land","2020","%","20.60",""
"Algeria","Share in Agricultural land","2019","%","20.60",""
"Algeria","Share in Agricultural land","2018","%","20.55",""
"Algeria","Share in Agricultural land","2017","%","20.52",""
"Algeria","Share in Agricultural land","2016","%","20.35",""
"Algeria","Share in Agricultural land","2015","%","20.41",""
"Algeria","Share in Agricultural land","2014","%","20.37",""
"Algeria","Share in Agricultural land","2013","%","20.36",""
"Algeria","Share in Agricultural land","2012","%","20.36",""
"Algeria","Share in Agricultural land","2011","%","20.35",""
"Algeria","Share in Agricultural land","2010","%","20.33",""
"Algeria","Share in Agricultural land","2009","%","20.30",""
"Algeria","Share in Agricultural land","2008","%","20.33",""
"Algeria","Share in Agricultural land","2007","%","20.34",""
"Algeria","Share in Agricultural land","2006","%","20.34",""
"Algeria","Share in Agricultural land","2005","%","20.29",""
"Algeria","Share in Agricultural land","2004","%","20.16",""
"Algeria","Share in Agricultural land","2003","%","20.66",""
"Algeria","Share in Agricultural land","2002","%","20.59",""
