"Country or Territory","Station Name","WMO Station Number","National Station Id Number","Period","Element-Statistic Qualifier Code","Statistic Description","Unit","Jan","Jan Footnotes","Feb","Feb Footnotes","Mar","Mar Footnotes","Apr","Apr Footnotes","May","May Footnotes","Jun","Jun Footnotes","Jul","Jul Footnotes","Aug","Aug Footnotes","Sep","Sep Footnotes","Oct","Oct Footnotes","Nov","Nov Footnotes","Dec","Dec Footnotes","Annual","Annual Footnotes","Annual NCDC Computed Value","Annual NCDC Computed Value Footnotes"
"CANADA","LA RONGE A , SK","71922","04064150","1959-1990","","Mean Monthly Value","mm","0.4","","0.4","","0.4","","11.5","","37.4","","79.3","","84.3","","60.3","","56.7","","21.9","","2.1","","0.3","","355.0","","355.0",""
"CANADA","LA RONGE A , SK","71922","04064150","1959-1990","06","Number of Years used to Calculate Normal","mm","24","","24","","24","","24","","24","","24","","25","","25","","25","","25","","25","","25","","-9999.9","1","-9999.9","1"
"CANADA","LA RONGE A , SK","71922","04064150","1959-1990","15","Number of Years used to Calculate Normal","mm","24","","24","","24","","24","","24","","24","","25","","24","","25","","24","","24","","25","","-9999.9","1","-9999.9","1"
"CANADA","RESOLUTE A , NT","71924","02403500","1947-1990","","Mean Daily Value","mm","0.0","","0.0","","0.0","","0.0","","0.0","","2.7","","6.4","","8.7","","3.5","","0.4","","0.0","","0.0","","11.7","","-9999.9","1"
"CANADA","RESOLUTE A , NT","71924","02403500","1947-1990","","Maximum Daily Value","mm","0.0","","0.0","","0.0","","0.0","","0.5","","18.0","","20.6","","25.1","","15.6","","12.2","","0.0","","0.0","","25.1","","-9999.9","1"
"CANADA","RESOLUTE A , NT","71924","02403500","1947-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","199181","","199178","","199181","","199180","","198523","","195114","","196724","","196012","","198511","","198413","","199180","","199181","","-9999","","-9999",""
"CANADA","RESOLUTE A , NT","71924","02403500","1947-1990","","Mean Monthly Value","mm","0.0","","0.0","","0.0","","0.0","","0.0","","4.7","","18.3","","21.5","","5.4","","0.4","","0.0","","0.0","","50.4","","50.3",""
"CANADA","RESOLUTE A , NT","71924","02403500","1947-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","RESOLUTE A , NT","71924","02403500","1947-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","CAMBRIDGE BAY A , NT","71925","02500600","1929-1990","","Mean Daily Value","mm","0.0","","0.0","","0.0","","0.1","","1.2","","5.6","","8.8","","9.1","","6.1","","0.6","","0.0","","0.0","","14.0","","-9999.9","1"
"CANADA","CAMBRIDGE BAY A , NT","71925","02500600","1929-1990","","Maximum Daily Value","mm","0.0","","0.0","","0.0","","3.8","","6.8","","19.3","","35.8","","30.7","","28.2","","10.4","","0.3","","0.0","","35.8","","-9999.9","1"
"CANADA","CAMBRIDGE BAY A , NT","71925","02500600","1929-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","199181","","199178","","199181","","197528","","199029","","198711","","198824","","194918","","198806","","196316","","196809","","199181","","-9999","","-9999",""
"CANADA","CAMBRIDGE BAY A , NT","71925","02500600","1929-1990","","Mean Monthly Value","mm","0.0","","0.0","","0.0","","0.1","","1.4","","8.8","","22.1","","27.8","","12.1","","0.8","","0.0","","0.0","","73.2","","73.1",""
"CANADA","CAMBRIDGE BAY A , NT","71925","02500600","1929-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","CAMBRIDGE BAY A , NT","71925","02500600","1929-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","BAKER LAKE A , NT","71926","02300500","1946-1990","","Mean Daily Value","mm","0.0","","0.0","","0.0","","0.3","","4.0","","8.4","","15.2","","14.5","","12.5","","3.8","","0.1","","0.0","","23.0","","-9999.9","1"
"CANADA","BAKER LAKE A , NT","71926","02300500","1946-1990","","Maximum Daily Value","mm","0.0","","2.0","","0.0","","8.0","","22.4","","19.1","","52.1","","45.5","","35.3","","27.9","","2.7","","0.3","","52.1","","-9999.9","1"
"CANADA","BAKER LAKE A , NT","71926","02300500","1946-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","199181","","195312","","199181","","197709","","197928","","198629","","197530","","197513","","196804","","196004","","198716","","197629","","-9999","","-9999",""
"CANADA","BAKER LAKE A , NT","71926","02300500","1946-1990","","Mean Monthly Value","mm","0.0","","0.0","","0.0","","0.4","","6.4","","18.2","","39.7","","39.0","","32.9","","6.8","","0.1","","0.0","","143.5","","143.5",""
"CANADA","BAKER LAKE A , NT","71926","02300500","1946-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","BAKER LAKE A , NT","71926","02300500","1946-1990","15","Number of Years used to Calculate Normal","mm","30","","29","","30","","30","","30","","30","","30","","30","","30","","29","","29","","30","","-9999.9","1","-9999.9","1"
"CANADA","GLADMAN POINT A , NT","71927","02402340","1957-1990","","Mean Daily Value","mm","0.0","","0.0","","0.0","","0.0","","0.8","","4.7","","10.8","","10.4","","5.6","","0.5","","0.0","","0.0","","15.2","","-9999.9","1"
"CANADA","GLADMAN POINT A , NT","71927","02402340","1957-1990","","Maximum Daily Value","mm","0.0","","0.0","","0.0","","0.5","","4.9","","13.8","","35.6","","48.3","","14.2","","11.7","","0.0","","0.0","","48.3","","-9999.9","1"
"CANADA","GLADMAN POINT A , NT","71927","02402340","1957-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","199181","","199178","","199181","","196428","","198120","","199106","","197427","","197003","","198721","","195824","","199180","","199181","","-9999","","-9999",""
"CANADA","GLADMAN POINT A , NT","71927","02402340","1957-1990","","Mean Monthly Value","mm","0.0","","0.0","","0.0","","0.0","","1.0","","7.1","","23.4","","24.6","","12.4","","0.8","","0.0","","0.0","","69.2","","69.3",""
"CANADA","GLADMAN POINT A , NT","71927","02402340","1957-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","GLADMAN POINT A , NT","71927","02402340","1957-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","29","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","BYRON BAY A , NT","71929","02500595","1957-1990","","Mean Daily Value","mm","0.0","","0.0","","0.0","","0.0","","1.4","","5.3","","10.3","","9.3","","5.5","","0.5","","0.0","","0.0","","15.6","","-9999.9","1"
"CANADA","BYRON BAY A , NT","71929","02500595","1957-1990","","Maximum Daily Value","mm","0.0","","0.0","","0.0","","1.5","","10.2","","61.0","","30.5","","21.8","","19.8","","4.2","","0.5","","0.0","","61.0","","-9999.9","1"
"CANADA","BYRON BAY A , NT","71929","02500595","1957-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","199181","","199178","","199181","","197122","","196530","","197425","","195927","","197123","","196610","","198702","","196901","","199181","","-9999","","-9999",""
"CANADA","BYRON BAY A , NT","71929","02500595","1957-1990","","Mean Monthly Value","mm","0.0","","0.0","","0.0","","0.0","","2.0","","8.3","","23.5","","24.6","","10.4","","0.5","","0.0","","0.0","","69.4","","69.3",""
"CANADA","BYRON BAY A , NT","71929","02500595","1957-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","BYRON BAY A , NT","71929","02500595","1957-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","29","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","FORT MCMURRAY A , AB","71932","03062693","1944-1990","","Mean Daily Value","mm","0.6","","0.6","","0.8","","3.9","","13.4","","18.2","","22.7","","24.4","","16.1","","8.7","","1.7","","0.9","","-9999.9","1","-9999.9","1"
"CANADA","FORT MCMURRAY A , AB","71932","03062693","1944-1990","","Maximum Daily Value","mm","6.4","","4.8","","8.0","","15.4","","38.4","","46.0","","51.6","","94.5","","60.5","","29.4","","15.2","","8.4","","94.5","","-9999.9","1"
"CANADA","FORT MCMURRAY A , AB","71932","03062693","1944-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","194417","","198706","","198731","","199024","","196622","","196205","","194413","","197626","","197002","","198314","","198304","","198522","","-9999","","-9999",""
"CANADA","FORT MCMURRAY A , AB","71932","03062693","1944-1990","","Mean Monthly Value","mm","0.6","","0.8","","0.9","","8.0","","37.2","","63.9","","79.1","","71.7","","48.1","","20.0","","2.9","","1.1","","334.5","","334.3",""
"CANADA","FORT MCMURRAY A , AB","71932","03062693","1944-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","FORT MCMURRAY A , AB","71932","03062693","1944-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","29","","29","","-9999.9","1","-9999.9","1"
"CANADA","FORT CHIPEWYAN A , AB","71933","03072658","1967-1990","","Mean Daily Value","mm","0.2","","0.2","","0.1","","3.1","","9.9","","18.9","","23.1","","16.3","","12.6","","7.9","","0.6","","0.1","","31.3","","-9999.9","1"
"CANADA","FORT CHIPEWYAN A , AB","71933","03072658","1967-1990","","Maximum Daily Value","mm","3.8","","2.6","","1.0","","12.4","","21.0","","71.8","","47.2","","30.2","","42.0","","25.0","","5.0","","1.0","","71.8","","-9999.9","1"
"CANADA","FORT CHIPEWYAN A , AB","71933","03072658","1967-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","198711","","197721","","196806","","197528","","198831","","198619","","197210","","198701","","197808","","198412","","197706","","199003","","-9999","","-9999",""
"CANADA","FORT CHIPEWYAN A , AB","71933","03072658","1967-1990","","Mean Monthly Value","mm","0.2","","0.2","","0.1","","4.8","","25.2","","46.8","","63.2","","46.8","","37.4","","17.4","","0.7","","0.0","","242.9","","242.8",""
"CANADA","FORT CHIPEWYAN A , AB","71933","03072658","1967-1990","06","Number of Years used to Calculate Normal","mm","22","","23","","23","","23","","23","","23","","23","","23","","23","","23","","23","","23","","-9999.9","1","-9999.9","1"
"CANADA","FORT CHIPEWYAN A , AB","71933","03072658","1967-1990","15","Number of Years used to Calculate Normal","mm","22","","23","","23","","23","","23","","23","","23","","23","","23","","22","","23","","23","","-9999.9","1","-9999.9","1"
"CANADA","FORT SMITH A , NT","71934","02202200","1943-1990","","Mean Daily Value","mm","0.0","","0.1","","0.1","","2.4","","10.2","","15.4","","22.5","","17.4","","13.9","","4.7","","0.7","","0.3","","31.3","","-9999.9","1"
"CANADA","FORT SMITH A , NT","71934","02202200","1943-1990","","Maximum Daily Value","mm","0.4","","1.0","","3.6","","10.4","","26.2","","66.2","","66.5","","47.5","","32.5","","13.7","","12.2","","5.8","","66.5","","-9999.9","1"
"CANADA","FORT SMITH A , NT","71934","02202200","1943-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","198926","","197523","","196806","","196919","","196409","","197709","","196202","","197523","","198210","","199112","","198701","","196304","","-9999","","-9999",""
"CANADA","FORT SMITH A , NT","71934","02202200","1943-1990","","Mean Monthly Value","mm","0.0","","0.0","","0.1","","3.6","","25.2","","45.0","","56.8","","48.9","","37.7","","12.2","","1.0","","0.4","","231.2","","230.9",""
"CANADA","FORT SMITH A , NT","71934","02202200","1943-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","FORT SMITH A , NT","71934","02202200","1943-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","29","","29","","28","","30","","-9999.9","1","-9999.9","1"
"CANADA","HAY RIVER A , NT","71935","02202400","1943-1990","","Mean Daily Value","mm","0.1","","0.1","","0.2","","2.4","","7.4","","13.7","","17.5","","15.4","","13.6","","6.1","","0.6","","0.2","","27.1","","-9999.9","1"
"CANADA","HAY RIVER A , NT","71935","02202400","1943-1990","","Maximum Daily Value","mm","1.6","","1.0","","3.3","","12.2","","29.5","","48.0","","46.2","","38.1","","50.8","","23.1","","8.4","","5.1","","50.8","","-9999.9","1"
"CANADA","HAY RIVER A , NT","71935","02202400","1943-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","198123","","199105","","197016","","195729","","195124","","198722","","195913","","196022","","199113","","194517","","195003","","196304","","-9999","","-9999",""
"CANADA","HAY RIVER A , NT","71935","02202400","1943-1990","","Mean Monthly Value","mm","0.1","","0.0","","0.2","","3.3","","16.7","","35.0","","45.3","","43.8","","35.4","","13.4","","0.7","","0.3","","194.2","","194.2",""
"CANADA","HAY RIVER A , NT","71935","02202400","1943-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","HAY RIVER A , NT","71935","02202400","1943-1990","15","Number of Years used to Calculate Normal","mm","29","","30","","30","","30","","29","","30","","30","","30","","30","","29","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","YELLOWKNIFE A , NT","71936","02204100","1942-1990","","Mean Daily Value","mm","0.0","","0.0","","0.0","","1.2","","5.7","","9.0","","14.2","","15.7","","9.7","","7.6","","0.4","","0.1","","26.7","","-9999.9","1"
"CANADA","YELLOWKNIFE A , NT","71936","02204100","1942-1990","","Maximum Daily Value","mm","0.3","","0.2","","0.5","","8.6","","34.0","","33.6","","66.0","","82.8","","29.7","","35.6","","7.1","","2.2","","82.8","","-9999.9","1"
"CANADA","YELLOWKNIFE A , NT","71936","02204100","1942-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","197717","","199105","","195827","","194627","","195705","","198828","","198822","","197315","","198207","","196711","","195421","","198520","","-9999","","-9999",""
"CANADA","YELLOWKNIFE A , NT","71936","02204100","1942-1990","","Mean Monthly Value","mm","0.0","","0.0","","0.0","","1.6","","12.2","","23.0","","35.2","","41.6","","24.8","","14.6","","0.6","","0.2","","154.0","","153.8",""
"CANADA","YELLOWKNIFE A , NT","71936","02204100","1942-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","YELLOWKNIFE A , NT","71936","02204100","1942-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","LADY FRANKLIN POINT A , NT","71937","02202680","1957-1990","","Mean Daily Value","mm","0.0","","0.0","","0.0","","0.0","","0.7","","6.0","","8.4","","10.1","","5.4","","2.1","","0.0","","0.0","","15.0","","-9999.9","1"
"CANADA","LADY FRANKLIN POINT A , NT","71937","02202680","1957-1990","","Maximum Daily Value","mm","0.0","","0.0","","0.0","","0.2","","5.1","","22.9","","27.1","","28.5","","18.6","","44.2","","0.0","","0.0","","44.2","","-9999.9","1"
"CANADA","LADY FRANKLIN POINT A , NT","71937","02202680","1957-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","199181","","199178","","199181","","197828","","197924","","197425","","198009","","197805","","198306","","196711","","199180","","199181","","-9999","","-9999",""
"CANADA","LADY FRANKLIN POINT A , NT","71937","02202680","1957-1990","","Mean Monthly Value","mm","0.0","","0.0","","0.0","","0.0","","0.9","","9.5","","19.9","","22.4","","12.7","","2.5","","0.0","","0.0","","67.9","","67.9",""
